document_id,Product Name,Patent No.,Company,Reg Rev Period,Testing Phase,Approval Phase,IND/IDE Filing Date,NDA/PMA Filing Date,Approval Date,Application No.,Pat term ext
2024-04230,,,"Novartis Pharmaceuticals Corporation, and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",2134,1403,731,"February 20, 2016",,"December 22, 2021",the date the investigational new drug application became effective,
2024-04233,,,Bial-Portela & CA,3306,2940,366,,,"April 24, 2020",the new drug application (NDA) for ONGENTYS (NDA 212489),
2024-04234,,,Otsuka Pharmaceutical Co,2330,2120,210,"February 21, 2014",,"July 7, 2020",the date the investigational new drug application became effective,
2024-04206,,,St,1846,1619,227,,,"August 14, 2021",PMA P200049,
2024-04229,,"7,935,787","Wyeth LLC, and (U",201678,1434,244,"November 5, 2016",,"June 8, 2021",the date the investigational new drug application became effective,
2024-04204,,,"AtriCure, Inc",2919,2436,483,,,"April 28, 2021","the date the investigational device exemption for human tests to begin, as required under section 520(g) of the FD&C Act, became effective May 3, 2013.
                

                    2. 
                    The date an application",
2024-04480,,,Amylyx Pharmaceuticals Inc,3359,3023,336,,,"September 29, 2022",the new drug application (NDA) for RELYVRIO (NDA 216660),
2024-04481,,"8,911,786","Aadi Bioscience, Inc",5416,5237,179,"January 26, 2007",,"November 22, 2021",the date the investigational new drug application became effective,1357
2024-04483,,"RE47,929","Bristol-Myers Squibb Company, and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",2136,1770,366,"November 6, 2016",,"September 9, 2022",the date the investigational new drug application became effective,1037
2024-04479,,"8,198,242",BioMarin Pharmaceutical Inc,3614,3157,457,,,"November 19, 2021",the new drug application (NDA) for VOXZOGO (NDA 214938),1826
2024-04478,,"7,780,723","Edwards Lifesciences Corporation, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",3101,0,101,,,"December 27, 2018",PMA P140031S074,184
2024-05213,,,"RxSight, Inc",3346,3031,315,,,"November 22, 2017",PMA P160055,
2024-05305,,,"Pfizer, Inc",3388,3179,209,,,"November 21, 2018",the new drug application (NDA) for DAURISMO (NDA 210656),
2024-05407,,,"Agios Pharmaceuticals, Inc",2885,2639,246,"March 28, 2014",,"February 17, 2022",the date the investigational new drug application became effective,
2024-05408,,"10,195,160","Dermavant Sciences, GmbH and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",3134,2771,363,"October 25, 2013",,"May 23, 2022",the date the investigational new drug application became effective,4
2024-05421,,,PFIZER Inc,3173,2665,508,,,"January 14, 2022",the new drug application (NDA) for CIBINQO (NDA 213871),
2024-10361,,,"GlaxoSmithKline (agent for AnaptysBio, Inc",1919,1428,491,"January 22, 2016",,"April 22, 2021",the date the investigational new drug application became effective,
2024-14536,,,Protalix Ltd,3927,2849,1078,"August 9, 2012",,"May 9, 2023",the date the investigational new drug application became effective,
2024-14538,,,"Genzyme Corporation and Icahn School of Medicine at Mount Sinai, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",5971,5669,302,,,"August 31, 2022",the biologics license application (BLA) for XENPOZYME (BLA 761261),
2024-14577,,,Amgen Inc,4848,4623,225,"September 10, 2008",,"December 17, 2021",the date the investigational new drug application became effective,
2024-14532,,,"The Board of Regents of 
                    

      ( print page 54834)
    
                    the University of Texas System, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",1710,1344,366,"April 14, 2017",,"December 17, 2021",the date the investigational new drug application became effective,
2024-14540,,"8,519,100",Immunocore Ltd,3641,3424,217,"February 8, 2012",,"January 25, 2022",the date the investigational new drug application became effective,1739
2024-14541,,"10,577,422","Incyte Corporation (Agent of MacroGenics, Inc",2372,2145,227,"September 24, 2016",,"March 22, 2023",the date the investigational new drug application became effective,138
2024-14535,,"10,072,088","Janssen Biotech, Inc",2050,1748,302,"March 17, 2017",,"October 25, 2022",the date the investigational new drug application became effective,70
2024-14723,,"10,233,243","UCB Biopharma SRL, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2283,2036,247,,,"June 26, 2023",the biologics license application (BLA) for RYSTIGGO (BLA 761286),902
2024-14720,,,"Genentech, Inc",3046,2800,246,"September 28, 2013",,"January 28, 2022",the date the investigational new drug application became effective,
2024-14729,,,Bioverativ USA Inc,1845,1151,694,"January 18, 2017",,"February 4, 2022",the date the investigational new drug application became effective,766825
2024-14728,,,"Genentech, Inc",2809,2571,238,"April 16, 2015",,"December 22, 2022",the date the investigational new drug application became effective,
2024-14732,,,"Revance Therapeutics, Inc",2339,1321,1018,,,"September 7, 2022",the biologics license application (BLA) for DAXXIFY (BLA 761127),
2024-14716,,,"AstraZeneca AB, and the USPTO requested FDA's assistance in determining this patents' eligibility for patent term restoration",7634,7393,241,"November 28, 2001",,"October 21, 2022",the date the investigational new drug application became effective,
2024-15239,,"9,023,995","Boehringer Ingelheim International GmbH, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",1729,1393,336,"December 9, 2017",,"September 1, 2022",the date the investigational new drug application became effective,1033
2024-15998,,,,,,,,,,,
2024-17511,,"9,834,539","Forma Therapeutics, Inc",2563,2273,290,,,"December 1, 2022",the new drug application (NDA) for REZLIDHIA (NDA 215814),440
2024-17648,,"8,987,441",Shionogi & Co,985,801,184,,,"October 24, 2018",the new drug application (NDA) for XOFLUZA (NDA 210854),399
2024-17643,,"8,012,976","Medivation Technologies LLC, and the USPTO requested FDA's assistance in determining this patent's eligibility for patent term restoration",2869,2675,194,"December 10, 2010",,"October 16, 2018",the date the investigational new drug application became effective,1093
2024-17639,,"7,781,577 and 8,217,156","Lexicon Pharmaceuticals, Inc",5268,4903,365,"December 24, 2008",,"May 26, 2023",the date the investigational new drug application became effective,
2024-17510,,,"Ambit Biosciences Corporation, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",6110,5779,331,"October 29, 2006",,"July 20, 2023",the date the investigational new drug application became effective,
2024-18265,,,"Novaliq GmbH, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",2018,1693,325,"November 9, 2017",,"May 18, 2023",the date the investigational new drug application became effective,
2024-20149,,"8,080,580",Pfizer Inc,2976,2610,366,,,"December 19, 2017",the new drug application (NDA) for STEGLATRO (NDA 209803),524
2024-20150,,,Pfizer Inc,2976,2610,366,,,"December 19, 2017",the new drug application (NDA) for STEGLUJAN (NDA 209805),
2024-20115,,"11,052,064","Verrica Pharmaceuticals, and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",2285,877,1408,"April 20, 2017",,"July 21, 2023",the date the investigational new drug application became effective,745
2024-20148,,,Pfizer Inc,2976,2610,366,,,"December 19, 2017",the new drug application (NDA) for SEGLUROMET (NDA 209806),
2024-20246,,"10,398,791","Advanced Accelerator Applications USA, Inc",1881,1643,238,"January 29, 2017",,"March 23, 2022",the date the investigational new drug application became effective,523
2024-20555,,"7,722,856",Cyclomedica Australia Pty Limited and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,4322,3039,1283,"December 1, 2011",,"September 29, 2023",the date the investigational new drug application became effective,1826
2024-20549,,"8,318,714","Marinus Pharmaceuticals, Inc",10382,10065,317,"December 30, 1993",,"March 18, 2022, and that the Drug Enforcement Agency issued an interim final rule controlling the product under section 201(j) of the Controlled Substances Act on June 1, 2022",the date the investigational new drug application became effective,
2024-20552,,"7,977,488","Phathom Pharmaceuticals, Inc",215152971,727,244,,,"May 3, 2022 4:37 p",the NDA for VOQUEZNA TRIPLE PAK—NDA 215152,599
2024-20551,,"7,977,488","Phathom Pharmaceuticals, Inc",215153971,727,244,,,"May 3, 2022 4:37 p",the new drug application (NDA) for VOQUEZNA DUAL PAK—NDA 215153 (NDA 215153),
2024-20894,,,"Cidara Therapeutics, Inc",2814,2570,244,"July 10, 2015",,"March 22, 2023",the date the investigational new drug application became effective,
2024-20893,,,,2965,2740,225,"December 17, 2014",,"January 27, 2023",,
2024-21677,,,Vertex Pharmaceuticals Inc,2832,2602,230,,,"February 12, 2018",the new drug application (NDA) for SYMDEKO (NDA 210491),
2024-21836,,"9,732,075",Idorsia Pharmaceuticals Ltd,2115,1660,455,"June 24, 2016",,,the date the investigational new drug application became effective,1030
2024-21844,,,"GlaxoSmithKline LLC, and the USPTO requested FDA's assistance in determining the patents' eligibility for patent term restoration",5127,4670,457,"September 3, 2009",,"September 15, 2023",the date the investigational new drug application became effective,
2024-21841,,,,1548,1510,38,,,,,
2024-21847,,"8,648,097; 8,685,986; 10,702,511",Santen Pharmaceutical Co,3723,3050,673,"July 15, 2012",,"September 22, 2022",the date the investigational new drug application became effective,
2024-21963,,"8,481,546",Pfizer Inc,1619,1253,366,"October 4, 2018",,"March 9, 2023",the date the investigational new drug application became effective,993
2024-21848,,"8,324,208","GlaxoSmithKline LLC, and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration",5328,4962,366,,,"February 1, 2023",the new drug application (NDA) for JESDUVROQ (NDA 216951),2038
2024-21941,,"9,212,204",Acadia Pharmaceuticals Inc,5106,4864,242,,,"March 10, 2023",the new drug application (NDA) for DAYBUE (NDA 217026),1443
2024-21929,,"8,114,863",Guerbet LLC and the USPTO requested FDA's assistance in determining the patent's eligibility for patent term restoration,2443,2199,244,"January 15, 2016",,"September 21, 2022",the date the investigational new drug application became effective,1344
2024-21930,,,HUTCHMED LTD,2604,2380,224,"September 23, 2016",,"November 8, 2023",the new drug application (NDA) for FRUZAQLA (NDA 217564),
2024-22105,,,SpringWorks Therapeutics Inc,5425,5089,336,"January 21, 2009",,"November 27, 2023",the new drug application (NDA) for OGSIVEO (NDA 217677),
